segment,instrument,year,month_label,month_date,calendar_quarter,financial_year,financial_quarter,monthly_turnover,monthly_volume,active_trading_days,turnover,volume,mom_turnover_change,mom_volume_change,source_logic
Capital Market,NA,2010,Mar-2010,2010-03-01,Q1-2010,FY 2009-10,Q4,286246.0,137971.0,21.0,13630.761904761905,6570.047619047619,0.11206617400961116,0.06362221757110897,capital_market_year_table_trading_days
Capital Market,NA,2010,Apr-2010,2010-04-01,Q2-2010,FY 2010-11,Q1,276566.0,144060.0,20.0,13828.3,7203.0,0.014492080238675875,0.09633908574990402,capital_market_year_table_trading_days
Capital Market,NA,2010,May-2010,2010-05-01,Q2-2010,FY 2010-11,Q1,284625.0,139812.0,22.0,12937.5,6355.090909090909,-0.06441861978695862,-0.11771610313884362,capital_market_year_table_trading_days
Capital Market,NA,2010,Jun-2010,2010-06-01,Q2-2010,FY 2010-11,Q1,286109.0,143616.0,22.0,13004.954545454546,6528.0,0.005213877909530096,0.02720796498154665,capital_market_year_table_trading_days
Capital Market,NA,2010,Jul-2010,2010-07-01,Q3-2010,FY 2010-11,Q2,278551.0,139417.0,22.0,12661.40909090909,6337.136363636364,-0.02641650559751718,-0.029237689393939337,capital_market_year_table_trading_days
Capital Market,NA,2010,Aug-2010,2010-08-01,Q3-2010,FY 2010-11,Q2,311994.0,152467.0,22.0,14181.545454545454,6930.318181818182,0.12006059931574464,0.09360407984679053,capital_market_year_table_trading_days
Capital Market,NA,2010,Sep-2010,2010-09-01,Q3-2010,FY 2010-11,Q2,329869.0,173285.0,21.0,15708.047619047618,8251.666666666666,0.10764004313880271,0.19066202303886515,capital_market_year_table_trading_days
Capital Market,NA,2010,Oct-2010,2010-10-01,Q4-2010,FY 2010-11,Q3,360472.0,193248.0,21.0,17165.333333333332,9202.285714285714,0.09277319178219234,0.11520327783708928,capital_market_year_table_trading_days
Capital Market,NA,2010,Nov-2010,2010-11-01,Q4-2010,FY 2010-11,Q3,363993.0,188217.0,21.0,17333.0,8962.714285714286,0.009767748951375,-0.026033904619970127,capital_market_year_table_trading_days
Capital Market,NA,2010,Dec-2010,2010-12-01,Q4-2010,FY 2010-11,Q3,295685.0,151108.0,22.0,13440.227272727272,6868.545454545455,-0.2245873609457525,-0.23365341841887532,capital_market_year_table_trading_days
Capital Market,NA,2011,Jan-2011,2011-01-01,Q1-2011,FY 2010-11,Q4,267332.0,130217.0,20.0,13366.6,6510.85,-0.005478127060892457,-0.05207732218016259,capital_market_year_table_trading_days
Capital Market,NA,2011,Feb-2011,2011-02-01,Q1-2011,FY 2010-11,Q4,266504.0,141168.0,20.0,13325.2,7058.4,-0.0030972723055975315,0.0840980824316333,capital_market_year_table_trading_days
Capital Market,NA,2011,Mar-2011,2011-03-01,Q1-2011,FY 2010-11,Q4,255712.0,127900.0,22.0,11623.272727272728,5813.636363636364,-0.12772245615279865,-0.17635209627729165,capital_market_year_table_trading_days
Capital Market,NA,2011,Apr-2011,2011-04-01,Q2-2011,FY 2011-12,Q1,228348.0,129429.0,18.0,12686.0,7190.5,0.09143098485796508,0.23683346364347146,capital_market_year_table_trading_days
Capital Market,NA,2011,May-2011,2011-05-01,Q2-2011,FY 2011-12,Q1,233876.0,115857.0,22.0,10630.727272727272,5266.227272727273,-0.1620110931162485,-0.2676132017624264,capital_market_year_table_trading_days
Capital Market,NA,2011,Jun-2011,2011-06-01,Q2-2011,FY 2011-12,Q1,222457.0,122299.0,22.0,10111.681818181818,5559.045454545455,-0.048825018385811214,0.05560302787056459,capital_market_year_table_trading_days
Capital Market,NA,2011,Jul-2011,2011-07-01,Q3-2011,FY 2011-12,Q2,230003.0,122590.0,21.0,10952.52380952381,5837.619047619048,0.08315550335356403,0.050111767452056366,capital_market_year_table_trading_days
Capital Market,NA,2011,Aug-2011,2011-08-01,Q3-2011,FY 2011-12,Q2,235253.0,133110.0,21.0,11202.52380952381,6338.571428571428,0.022825789228836157,0.085814503629986,capital_market_year_table_trading_days
Capital Market,NA,2011,Sep-2011,2011-09-01,Q3-2011,FY 2011-12,Q2,235270.0,132298.0,21.0,11203.333333333334,6299.9047619047615,7.226262789439275e-05,-0.006100217864923763,capital_market_year_table_trading_days
Capital Market,NA,2011,Oct-2011,2011-10-01,Q4-2011,FY 2011-12,Q3,193293.0,101205.0,19.0,10173.315789473683,5326.578947368421,-0.091938489484646,-0.15449849661569448,capital_market_year_table_trading_days
Capital Market,NA,2011,Nov-2011,2011-11-01,Q4-2011,FY 2011-12,Q3,206344.0,123804.0,20.0,10317.2,6190.2,0.014143295411629175,0.162134281903068,capital_market_year_table_trading_days
Capital Market,NA,2011,Dec-2011,2011-12-01,Q4-2011,FY 2011-12,Q3,188886.0,115115.0,21.0,8994.57142857143,5481.666666666667,-0.128196465264662,-0.11446049131422775,capital_market_year_table_trading_days
Capital Market,NA,2012,Jan-2012,2012-01-01,Q1-2012,FY 2011-12,Q4,236872.0,148303.0,22.0,10766.90909090909,6741.045454545455,0.19704525962268704,0.22974377401254875,capital_market_year_table_trading_days
Capital Market,NA,2012,Feb-2012,2012-02-01,Q1-2012,FY 2011-12,Q4,327808.0,207991.0,20.0,16390.4,10399.55,0.5222938971258742,0.5427206462445127,capital_market_year_table_trading_days
Capital Market,NA,2012,Mar-2012,2012-03-01,Q1-2012,FY 2011-12,Q4,272482.0,164978.0,22.0,12385.545454545454,7499.0,-0.24434147705086806,-0.2789111067305796,capital_market_year_table_trading_days
Capital Market,NA,2012,Apr-2012,2012-04-01,Q2-2012,FY 2012-13,Q1,198324.0,116755.0,20.0,9916.2,5837.75,-0.19937316960386364,-0.22152953727163627,capital_market_year_table_trading_days
Capital Market,NA,2012,May-2012,2012-05-01,Q2-2012,FY 2012-13,Q1,216755.0,129997.0,22.0,9852.5,5908.954545454545,-0.006423831709727601,0.012197258439389236,capital_market_year_table_trading_days
Capital Market,NA,2012,Jun-2012,2012-06-01,Q2-2012,FY 2012-13,Q1,202104.0,125022.0,21.0,9624.0,5953.428571428572,-0.02319208322760724,0.007526547315927168,capital_market_year_table_trading_days
Capital Market,NA,2012,Jul-2012,2012-07-01,Q3-2012,FY 2012-13,Q2,210325.0,138197.0,22.0,9560.227272727272,6281.681818181818,-0.006626426358346649,0.05513684137046426,capital_market_year_table_trading_days
Capital Market,NA,2012,Aug-2012,2012-08-01,Q3-2012,FY 2012-13,Q2,204874.0,121847.0,21.0,9755.90476190476,5802.238095238095,0.02046787001975381,-0.07632410186011196,capital_market_year_table_trading_days
Capital Market,NA,2012,Sep-2012,2012-09-01,Q3-2012,FY 2012-13,Q2,240189.0,143798.0,20.0,12009.45,7189.9,0.23099295176547563,0.23915976593596877,capital_market_year_table_trading_days
Capital Market,NA,2012,Oct-2012,2012-10-01,Q4-2012,FY 2012-13,Q3,239795.0,147247.0,21.0,11418.809523809525,7011.761904761905,-0.0491813094013861,-0.024776157559645462,capital_market_year_table_trading_days
Capital Market,NA,2012,Nov-2012,2012-11-01,Q4-2012,FY 2012-13,Q3,220933.0,134788.0,21.0,10520.619047619048,6418.476190476191,-0.078658854438166,-0.08461292929567321,capital_market_year_table_trading_days
Capital Market,NA,2012,Dec-2012,2012-12-01,Q4-2012,FY 2012-13,Q3,240325.0,153442.0,20.0,12016.25,7672.1,0.1421618771301707,0.1953148648247618,capital_market_year_table_trading_days
Capital Market,NA,2013,Jan-2013,2013-01-01,Q1-2013,FY 2012-13,Q4,295415.0,179404.0,23.0,12844.130434782608,7800.173913043478,0.06889673856507716,0.016693462421433214,capital_market_year_table_trading_days
Capital Market,NA,2013,Feb-2013,2013-02-01,Q1-2013,FY 2012-13,Q4,226642.0,139273.0,20.0,11332.1,6963.65,-0.11772151041754808,-0.10724426434193224,capital_market_year_table_trading_days
Capital Market,NA,2013,Mar-2013,2013-03-01,Q1-2013,FY 2012-13,Q4,212598.0,129388.0,19.0,11189.368421052632,6809.894736842105,-0.01259533351694464,-0.022079694292202356,capital_market_year_table_trading_days
Capital Market,NA,2013,Apr-2013,2013-04-01,Q2-2013,FY 2013-14,Q1,210799.0,118048.0,20.0,10539.95,5902.4,-0.05803888089257658,-0.13326119887470245,capital_market_year_table_trading_days
Capital Market,NA,2013,May-2013,2013-05-01,Q2-2013,FY 2013-14,Q1,244392.0,128785.0,23.0,10625.739130434782,5599.347826086957,0.00813942480133023,-0.051343889589496206,capital_market_year_table_trading_days
Capital Market,NA,2013,Jun-2013,2013-06-01,Q2-2013,FY 2013-14,Q1,207944.0,115633.0,20.0,10397.2,5781.65,-0.021508069003895236,0.032557751290910986,capital_market_year_table_trading_days
Capital Market,NA,2013,Jul-2013,2013-07-01,Q3-2013,FY 2013-14,Q2,243390.0,132750.0,23.0,10582.173913043478,5771.739130434783,0.017790742992678465,-0.0017141939697520314,capital_market_year_table_trading_days
Capital Market,NA,2013,Aug-2013,2013-08-01,Q3-2013,FY 2013-14,Q2,250758.0,138455.0,20.0,12537.9,6922.75,0.18481326266485887,0.1994218455743879,capital_market_year_table_trading_days
Capital Market,NA,2013,Sep-2013,2013-09-01,Q3-2013,FY 2013-14,Q2,243576.0,130649.0,20.0,12178.8,6532.45,-0.028641160002871313,-0.05637932902387055,capital_market_year_table_trading_days
Capital Market,NA,2013,Oct-2013,2013-10-01,Q4-2013,FY 2013-14,Q3,237908.0,131348.0,21.0,11328.952380952382,6254.666666666667,-0.0697808995178193,-0.04252360650802267,capital_market_year_table_trading_days
Capital Market,NA,2013,Nov-2013,2013-11-01,Q4-2013,FY 2013-14,Q3,217782.0,122332.0,20.0,10889.1,6116.6,-0.038825512382937966,-0.022074184608825376,capital_market_year_table_trading_days
Capital Market,NA,2013,Dec-2013,2013-12-01,Q4-2013,FY 2013-14,Q3,230817.0,133961.0,21.0,10991.285714285714,6379.095238095239,0.009384220393394704,0.04291522056293351,capital_market_year_table_trading_days
Capital Market,NA,2014,Jan-2014,2014-01-01,Q1-2014,FY 2013-14,Q4,255630.0,140708.0,23.0,11114.347826086956,6117.739130434783,0.011196334532664887,-0.0409707173048095,capital_market_year_table_trading_days
Capital Market,NA,2014,Feb-2014,2014-02-01,Q1-2014,FY 2013-14,Q4,188751.0,96369.0,19.0,9934.263157894737,5072.052631578948,-0.10617669040574673,-0.17092695137223324,capital_market_year_table_trading_days
Capital Market,NA,2014,Mar-2014,2014-03-01,Q1-2014,FY 2013-14,Q4,276741.0,144678.0,21.0,13178.142857142857,6889.428571428572,0.3265345046421704,0.3583117273930707,capital_market_year_table_trading_days
Capital Market,NA,2014,Apr-2014,2014-04-01,Q2-2014,FY 2014-15,Q1,272703.0,162762.0,18.0,15150.166666666666,9042.333333333334,0.1496435295095413,0.31249395208670294,capital_market_year_table_trading_days
Capital Market,NA,2014,May-2014,2014-05-01,Q2-2014,FY 2014-15,Q1,436022.0,267896.0,21.0,20762.95238095238,12756.952380952382,0.37047682958068995,0.4108031534212093,capital_market_year_table_trading_days
Capital Market,NA,2014,Jun-2014,2014-06-01,Q2-2014,FY 2014-15,Q1,421688.0,265607.0,21.0,20080.38095238096,12647.952380952382,-0.03287448798455084,-0.008544360498103698,capital_market_year_table_trading_days
Capital Market,NA,2014,Jul-2014,2014-07-01,Q3-2014,FY 2014-15,Q2,391428.0,215580.0,22.0,17792.18181818182,9799.09090909091,-0.11395197828295311,-0.22524289988249901,capital_market_year_table_trading_days
Capital Market,NA,2014,Aug-2014,2014-08-01,Q3-2014,FY 2014-15,Q2,294758.0,154647.0,19.0,15513.578947368422,8139.315789473684,-0.12806764758242828,-0.16938052060292685,capital_market_year_table_trading_days
Capital Market,NA,2014,Sep-2014,2014-09-01,Q3-2014,FY 2014-15,Q2,383261.0,226512.0,22.0,17420.954545454544,10296.0,0.12294877955351957,0.26497119245766165,capital_market_year_table_trading_days
Capital Market,NA,2014,Oct-2014,2014-10-01,Q4-2014,FY 2014-15,Q3,271191.0,135771.0,18.0,15066.166666666666,7542.833333333333,-0.13516985378980206,-0.26740157990158,capital_market_year_table_trading_days
Capital Market,NA,2014,Nov-2014,2014-11-01,Q4-2014,FY 2014-15,Q3,329638.0,171279.0,18.0,18313.222222222223,9515.5,0.21551968907522756,0.2615286033099853,capital_market_year_table_trading_days
Capital Market,NA,2014,Dec-2014,2014-12-01,Q4-2014,FY 2014-15,Q3,354473.0,177522.0,22.0,16112.40909090909,8069.181818181818,-0.12017618224730275,-0.15199602562326542,capital_market_year_table_trading_days
Capital Market,NA,2015,Jan-2015,2015-01-01,Q1-2015,FY 2014-15,Q4,383872.0,190136.0,21.0,18279.61904761905,9054.09523809524,0.13450564372355323,0.12205864759351126,capital_market_year_table_trading_days
Capital Market,NA,2015,Feb-2015,2015-02-01,Q1-2015,FY 2014-15,Q4,392718.0,204018.0,20.0,19635.9,10200.9,0.07419634669889952,0.12666144233601173,capital_market_year_table_trading_days
Capital Market,NA,2015,Mar-2015,2015-03-01,Q1-2015,FY 2014-15,Q4,397903.0,190047.0,21.0,18947.761904761905,9049.857142857143,-0.035044897113862716,-0.11283738269592458,capital_market_year_table_trading_days
Capital Market,NA,2015,Apr-2015,2015-04-01,Q2-2015,FY 2015-16,Q1,379349.0,162663.0,19.0,19965.736842105263,8561.21052631579,0.053725339301816,-0.05399495360288986,capital_market_year_table_trading_days
Capital Market,NA,2015,May-2015,2015-05-01,Q2-2015,FY 2015-16,Q1,361935.0,152936.0,20.0,18096.75,7646.8,-0.09360971031952103,-0.1068085551108734,capital_market_year_table_trading_days
Capital Market,NA,2015,Jun-2015,2015-06-01,Q2-2015,FY 2015-16,Q1,333289.0,177774.0,22.0,15149.5,8080.636363636364,-0.16286073466230122,0.056734367792588225,capital_market_year_table_trading_days
Capital Market,NA,2015,Jul-2015,2015-07-01,Q3-2015,FY 2015-16,Q2,383484.0,196777.0,23.0,16673.217391304348,8555.521739130434,0.10057872479648489,0.058768314044064685,capital_market_year_table_trading_days
Capital Market,NA,2015,Aug-2015,2015-08-01,Q3-2015,FY 2015-16,Q2,419932.0,215821.0,21.0,19996.761904761905,10277.190476190475,0.19933432375150928,0.20123480362227775,capital_market_year_table_trading_days
Capital Market,NA,2015,Sep-2015,2015-09-01,Q3-2015,FY 2015-16,Q2,328412.0,164107.0,20.0,16420.6,8205.35,-0.17883704980806425,-0.20159599853582355,capital_market_year_table_trading_days
Capital Market,NA,2015,Oct-2015,2015-10-01,Q4-2015,FY 2015-16,Q3,333801.0,179060.0,20.0,16690.05,8953.0,0.016409266409266543,0.09111738073330211,capital_market_year_table_trading_days
Capital Market,NA,2015,Nov-2015,2015-11-01,Q4-2015,FY 2015-16,Q3,307150.0,163708.0,19.0,16165.78947368421,8616.21052631579,-0.03141156115864174,-0.037617499573797564,capital_market_year_table_trading_days
Capital Market,NA,2015,Dec-2015,2015-12-01,Q4-2015,FY 2015-16,Q3,334954.0,198467.0,22.0,15225.181818181818,9021.227272727272,-0.058185073920056785,0.04700636610195086,capital_market_year_table_trading_days
Capital Market,NA,2016,Jan-2016,2016-01-01,Q1-2016,FY 2015-16,Q4,352084.0,209339.0,20.0,17604.2,10466.95,0.15625548582790483,0.16025787662432567,capital_market_year_table_trading_days
Capital Market,NA,2016,Feb-2016,2016-02-01,Q1-2016,FY 2015-16,Q4,345646.0,195172.0,21.0,16459.333333333332,9293.90476190476,-0.06503372301306898,-0.11207135202664009,capital_market_year_table_trading_days
Capital Market,NA,2016,Mar-2016,2016-03-01,Q1-2016,FY 2015-16,Q4,356947.0,185947.0,20.0,17847.35,9297.35,0.0843300660213051,0.00037069866579253485,capital_market_year_table_trading_days
Capital Market,NA,2016,Apr-2016,2016-04-01,Q2-2016,FY 2016-17,Q1,309480.0,162828.0,18.0,17193.333333333332,9046.0,-0.03664502946749326,-0.027034585123718036,capital_market_year_table_trading_days
Capital Market,NA,2016,May-2016,2016-05-01,Q2-2016,FY 2016-17,Q1,387648.0,193800.0,22.0,17620.363636363636,8809.09090909091,0.024836969931968156,-0.02618937551504419,capital_market_year_table_trading_days
Capital Market,NA,2016,Jun-2016,2016-06-01,Q2-2016,FY 2016-17,Q1,383484.0,233470.0,22.0,17431.090909090908,10612.272727272728,-0.010741703813769266,0.20469556243550047,capital_market_year_table_trading_days
Capital Market,NA,2016,Jul-2016,2016-07-01,Q3-2016,FY 2016-17,Q2,407332.0,250654.0,20.0,20366.6,12532.7,0.16840650457385453,0.18096286460787248,capital_market_year_table_trading_days
Capital Market,NA,2016,Aug-2016,2016-08-01,Q3-2016,FY 2016-17,Q2,470626.0,227672.0,22.0,21392.090909090908,10348.727272727272,0.050351600615267555,-0.1742619489234346,capital_market_year_table_trading_days
Capital Market,NA,2016,Sep-2016,2016-09-01,Q3-2016,FY 2016-17,Q2,458920.0,232057.0,20.0,22946.0,11602.85,0.07263942068648999,0.12118618011876747,capital_market_year_table_trading_days
Capital Market,NA,2016,Oct-2016,2016-10-01,Q4-2016,FY 2016-17,Q3,385163.0,198964.0,19.0,20271.736842105263,10471.78947368421,-0.1165459408129843,-0.09748126764681009,capital_market_year_table_trading_days
Capital Market,NA,2016,Nov-2016,2016-11-01,Q4-2016,FY 2016-17,Q3,472856.0,215904.0,21.0,22516.95238095238,10281.142857142857,0.11075595329274934,-0.01820573427497285,capital_market_year_table_trading_days
Capital Market,NA,2016,Dec-2016,2016-12-01,Q4-2016,FY 2016-17,Q3,342747.0,169203.0,22.0,15579.40909090909,7691.045454545455,-0.3081031203810656,-0.25192699280488295,capital_market_year_table_trading_days
Capital Market,NA,2017,Jan-2017,2017-01-01,Q1-2017,FY 2016-17,Q4,405119.0,215817.0,21.0,19291.38095238096,10277.0,0.2382614025866927,0.3362292630745316,capital_market_year_table_trading_days
Capital Market,NA,2017,Feb-2017,2017-02-01,Q1-2017,FY 2016-17,Q4,476300.0,254553.0,19.0,25068.42105263158,13397.526315789471,0.29946223728154675,0.3036417549663786,capital_market_year_table_trading_days
Capital Market,NA,2017,Mar-2017,2017-03-01,Q1-2017,FY 2016-17,Q4,556240.0,269610.0,22.0,25283.636363636364,12255.0,0.008585116332334497,-0.08527890066115884,capital_market_year_table_trading_days
Capital Market,NA,2017,Apr-2017,2017-04-01,Q2-2017,FY 2017-18,Q1,472110.0,249260.0,18.0,26228.33333333333,13847.777777777776,0.03736396759192662,0.1299696269096513,capital_market_year_table_trading_days
Capital Market,NA,2017,May-2017,2017-05-01,Q2-2017,FY 2017-18,Q1,588502.0,295182.0,22.0,26750.090909090908,13417.363636363636,0.019892898611841403,-0.031081820370113533,capital_market_year_table_trading_days
Capital Market,NA,2017,Jun-2017,2017-06-01,Q2-2017,FY 2017-18,Q1,486305.0,254139.0,21.0,23157.38095238096,12101.857142857143,-0.13430645783297057,-0.09804508017813707,capital_market_year_table_trading_days
Capital Market,NA,2017,Jul-2017,2017-07-01,Q3-2017,FY 2017-18,Q2,543944.0,317988.0,21.0,25902.09523809524,15142.285714285714,0.11852438284615596,0.2512365280417408,capital_market_year_table_trading_days
Capital Market,NA,2017,Aug-2017,2017-08-01,Q3-2017,FY 2017-18,Q2,553829.0,280390.0,21.0,26372.809523809523,13351.90476190476,0.018172826614504256,-0.11823716618237179,capital_market_year_table_trading_days
Capital Market,NA,2017,Sep-2017,2017-09-01,Q3-2017,FY 2017-18,Q2,600092.0,296603.0,21.0,28575.809523809523,14123.952380952382,0.0835330038694253,0.05782303220514318,capital_market_year_table_trading_days
Capital Market,NA,2017,Oct-2017,2017-10-01,Q4-2017,FY 2017-18,Q3,607452.0,290190.0,20.0,30372.6,14509.5,0.06287802536944342,0.027297431246480874,capital_market_year_table_trading_days
Capital Market,NA,2017,Nov-2017,2017-11-01,Q4-2017,FY 2017-18,Q3,735187.0,363846.0,22.0,33417.59090909091,16538.454545454544,0.10025453563708453,0.13983628281157467,capital_market_year_table_trading_days
Capital Market,NA,2017,Dec-2017,2017-12-01,Q4-2017,FY 2017-18,Q3,598032.0,348526.0,20.0,29901.6,17426.3,-0.10521377554282119,0.05368370134617395,capital_market_year_table_trading_days
Capital Market,NA,2018,Jan-2018,2018-01-01,Q1-2018,FY 2017-18,Q4,814839.0,466955.0,22.0,37038.13636363636,21225.227272727272,0.23866737444271746,0.2179996483893467,capital_market_year_table_trading_days
Capital Market,NA,2018,Feb-2018,2018-02-01,Q1-2018,FY 2017-18,Q4,639683.0,303453.0,19.0,33667.52631578947,15971.21052631579,-0.091003770134507,-0.24753641875780885,capital_market_year_table_trading_days
Capital Market,NA,2018,Mar-2018,2018-03-01,Q1-2018,FY 2017-18,Q4,594852.0,305304.0,19.0,31308.0,16068.631578947368,-0.07008315056051195,0.00609979140097483,capital_market_year_table_trading_days
Capital Market,NA,2018,Apr-2018,2018-04-01,Q2-2018,FY 2018-19,Q1,641440.0,298453.0,21.0,30544.761904761905,14212.047619047618,-0.024378372787725033,-0.11554088789565564,capital_market_year_table_trading_days
